age_binary,sex_binary,race_C,juv_fel_count_C,decile_score_C,juv_misd_count_C,juv_other_count_C,priors_count_C,days_b_screening_arrest_C,c_days_from_compas_C,c_charge_degree_C,v_decile_score_C,start_C,end_C,event_C,MarriageStatus_C,Violence_score,Recidivism_score,act,pred
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-2.15,0.01,1,[0]
0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,-1.6,0.38,0,[1]
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.88,0.34,0,[1]
1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,-1.15,0.59,1,[0]
0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,-2.76,-1.13,0,[1]
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.3,-0.65,0,[1]
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1.56,-0.76,1,[0]
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-1.45,0.46,0,[1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78,-1.27,1,[0]
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.91,0.48,0,[1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,-0.38,0,[1]
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,-0.58,1.1,0,[1]
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.84,-0.67,1,[0]
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.25,-0.77,0,[1]
1,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0,-2.78,-0.35,0,[1]
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.96,-0.82,1,[0]
1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.99,-2.31,1,[0]
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.56,-1.19,0,[1]
0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.89,0.55,0,[1]
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.1,-0.17,0,[1]
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,-1.09,-0.04,0,[1]
1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-3.37,-0.41,0,[1]
1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,-2.64,-0.95,0,[1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.63,-0.51,1,[0]
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.08,-0.32,1,[0]
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.74,-1.08,0,[1]
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.53,-0.71,1,[0]
0,0,2,0,1,0,0,0,1,0,1,1,0,1,0,0,-1.51,0.26,1,[0]
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.41,0.27,1,[0]
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.2,-0.75,0,[1]
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-2.64,-1.48,0,[1]
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-3.07,-0.58,0,[1]
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2.22,0.45,0,[1]
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.32,-0.13,1,[0]
1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,-2.6,0.02,1,[0]
0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,-1.71,0.09,0,[1]
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.7,0.88,0,[1]
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.38,-0.87,0,[1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77,-0.89,1,[0]
0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,-2.6,-1.26,1,[0]
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.59,-0.35,1,[0]
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.02,-0.59,0,[1]
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.22,-1.51,0,[1]
1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.39,-1.64,0,[1]
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-2.53,-0.68,0,[1]
1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,-2.53,-0.75,1,[0]
1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,2,-3.23,-1.67,0,[1]
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.99,-0.37,1,[0]
0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,-1.28,0.88,0,[1]
0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.18,1.02,0,[1]
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,-4.12,-2.22,0,[1]
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.44,0.27,0,[1]
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-3.05,-0.99,0,[1]
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,6,-3.3,-1.2,1,[0]
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.52,-0.11,1,[0]
1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-1.8,-0.41,0,[1]
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.52,0.26,1,[0]
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2.05,0.06,1,[0]
1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,-1.9,0.28,1,[0]
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.75,-0.36,1,[0]
0,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,-1.7,-0.64,1,[0]
1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,6,-2.38,-0.25,1,[0]
0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.26,-0.67,1,[0]
1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,-3.83,-2.16,0,[1]
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-2.31,-0.27,1,[0]
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.41,0.34,1,[0]
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,-1.13,1,[0]
0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.37,-1.15,0,[1]
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.65,-0.88,1,[0]
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-2.64,-0.58,1,[0]
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.49,-0.2,0,[1]
1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-2.48,-0.59,1,[0]
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.02,-0.14,1,[0]
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-2.94,-1.18,0,[1]
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.41,0.34,1,[0]
1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8,-0.49,1,[0]
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.61,-1.09,0,[1]
1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,-2.76,-0.37,0,[1]
0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,-3.24,-1.47,1,[0]
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.16,-0.39,0,[1]
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.31,-0.34,0,[1]
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.03,0.18,1,[0]
0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,-1.44,0.35,1,[0]
0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,-1.43,0.2,1,[0]
1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-2.29,0.35,0,[1]
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-1.89,-0.36,0,[1]
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.85,0.01,0,[1]
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.38,-0.41,0,[1]
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,-3.58,-2.06,1,[0]
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-3.11,0.22,0,[1]
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.5,-1.11,1,[0]
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.2,-0.19,0,[1]
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.35,0.34,1,[0]
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,-1.23,0.44,0,[1]
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.44,0.09,0,[1]
0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,-1.13,0.14,0,[1]
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.92,0.14,1,[0]
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.32,-0.48,0,[1]
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.82,-0.42,1,[0]
1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,-3.23,-0.81,1,[0]
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.71,-0.67,1,[0]
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-3.17,-1.17,0,[1]
0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.43,0.14,1,[0]
1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-2.88,-0.38,0,[1]
0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,-2.0,0.01,0,[1]
0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.99,0.06,1,[0]
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41,-0.44,0,[1]
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.22,0.41,0,[1]
0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.62,-1.16,0,[1]
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,-1.46,-0.13,1,[0]
1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,-1.06,-0.04,1,[0]
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73,-0.93,1,[0]
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-3.3,-1.31,0,[1]
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-2.59,-1.3,1,[0]
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.78,-0.57,1,[0]
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.62,0.47,0,[1]
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,-3.07,-0.09,0,[1]
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.88,-0.12,0,[1]
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.39,-0.59,0,[1]
1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,6,-4.11,-2.82,0,[1]
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.26,-0.77,1,[0]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06,-1.33,1,[0]
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.16,-0.17,1,[0]
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,-3.65,-1.66,0,[1]
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3.94,-2.56,1,[0]
1,1,1,0,1,0,0,1,0,0,0,0,0,2,0,6,-2.64,-0.4,0,[1]
0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,-2.98,-1.65,0,[1]
0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,-0.92,0.62,1,[0]
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.55,-1.11,0,[1]
0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.61,0.91,0,[1]
1,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,-3.04,-1.54,0,[1]
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.42,-0.24,1,[0]
1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,-3.71,-2.22,1,[0]
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.02,-0.39,0,[1]
0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,-1.56,0.36,0,[1]
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-2.04,-0.47,1,[0]
0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,-1.63,0.6,0,[1]
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.93,-0.43,0,[1]
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.83,-0.41,1,[0]
1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.81,-0.82,1,[0]
1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-2.25,0.57,0,[1]
1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.68,-1.4,1,[0]
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2.09,0.41,1,[0]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56,-1.41,1,[0]
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.51,-0.06,1,[0]
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.47,-0.38,0,[1]
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.78,-0.82,1,[0]
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-2.1,0.27,1,[0]
1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,-3.25,-0.87,0,[1]
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.11,-0.11,0,[1]
1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-3.67,-2.13,0,[1]
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.53,-0.08,1,[0]
1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-3.06,-0.78,0,[1]
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.76,0.4,0,[1]
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.56,0.64,1,[0]
0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,-1.06,0.56,1,[0]
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11,-0.67,0,[1]
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.41,-0.57,1,[0]
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.31,-1.31,1,[0]
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.5,-1.03,1,[0]
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-3.74,-0.35,0,[1]
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,-2.49,-0.38,0,[1]
1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,-1.4,-0.16,1,[0]
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99,-0.48,1,[0]
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,-2.03,0.22,1,[0]
1,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,-3.04,-1.11,0,[1]
0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.96,-1.55,1,[0]
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.83,0.04,0,[1]
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,-1.64,0.33,1,[0]
1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,-4.42,-2.83,0,[1]
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-2.62,-1.24,0,[1]
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.25,-1.12,0,[1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11,-0.85,0,[1]
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.88,-0.15,0,[1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.76,-1.32,1,[0]
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-1.65,0.28,0,[1]
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.88,-0.46,0,[1]
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.45,-0.72,1,[0]
0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,-2.42,-0.27,0,[1]
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.92,-1.07,1,[0]
0,1,2,0,0,0,0,0,0,0,1,1,0,2,0,1,-1.53,-0.84,0,[1]
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.12,-0.48,0,[1]
0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.5,0.02,0,[1]
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1.39,0.16,1,[0]
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2.65,-0.14,1,[0]
1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,-2.66,-0.23,0,[1]
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44,-0.38,0,[1]
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-2.85,-0.31,0,[1]
0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,-1.73,-0.03,1,[0]
1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,-2.11,-0.07,1,[0]
